Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 407",https://doi.org/10.3390/gels8070407,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.0075,90,30,20,12,1,10981.38
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 408",https://doi.org/10.3390/gels8070408,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.0075,90,30,20,12,1,6206.87
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 409",https://doi.org/10.3390/gels8070409,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.0075,90,30,20,12,1,6820.74
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 410",https://doi.org/10.3390/gels8070410,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.01,90,30,20,12,1,4979.14
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 411",https://doi.org/10.3390/gels8070411,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.01,90,30,20,12,1,6820.74
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 412",https://doi.org/10.3390/gels8070412,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.01,90,30,20,12,1,5797.63
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 413",https://doi.org/10.3390/gels8070413,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.025,90,30,20,12,1,12891.19
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 414",https://doi.org/10.3390/gels8070414,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.025,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 415",https://doi.org/10.3390/gels8070415,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.025,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 416",https://doi.org/10.3390/gels8070416,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.05,90,30,20,12,1,12550.15
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 417",https://doi.org/10.3390/gels8070417,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.05,90,30,20,12,1,3342.16
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 418",https://doi.org/10.3390/gels8070418,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.05,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 419",https://doi.org/10.3390/gels8070419,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.075,90,30,20,12,1,12277.32
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 420",https://doi.org/10.3390/gels8070420,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.075,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 421",https://doi.org/10.3390/gels8070421,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.075,90,30,20,12,0,136.41
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 422",https://doi.org/10.3390/gels8070422,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.1,90,30,20,12,1,12209.12
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 423",https://doi.org/10.3390/gels8070423,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.1,90,30,20,12,0,136.41
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 424",https://doi.org/10.3390/gels8070424,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.1,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 425",https://doi.org/10.3390/gels8070425,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.25,90,30,20,12,1,11799.87
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 426",https://doi.org/10.3390/gels8070426,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.25,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 427",https://doi.org/10.3390/gels8070427,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.25,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 428",https://doi.org/10.3390/gels8070428,Whey Protein Isolate (WPI),30105,13,0,0,,,,0,0,6.5,60103,0.5,90,30,20,12,1,11458.84
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 429",https://doi.org/10.3390/gels8070429,Whey Protein Isolate (WPI),30105,13,0,0,,,,30203,4,6.5,60103,0.5,90,30,20,12,0,0
"Ang, C.L.; Goh, K.K.T.; Lim, K.; Matia-Merino, L. High-Protein Foods for Dysphagia: Manipulation of Mechanical and Microstructural Properties of Whey Protein Gels Using De-Structured Starch and Salts. Gels 2022, 8, 430",https://doi.org/10.3390/gels8070430,Whey Protein Isolate (WPI),30105,13,0,0,,,,30205,4,6.5,60103,0.5,90,30,20,12,0,0
"Suisui Jiang, Yuyang Ma, Yahui Wang, Rui Wang, Mingyong Zeng,Effect of κ-carrageenan on the gelation properties of oyster protein,Food Chemistry,Volume 382,2022,132329,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2022.132329,Oyster (Crassostrea gigas) protein,20115,10,30705,,,25,30,0,0,8,0,0,80,30,4,72,1,12.24
"Suisui Jiang, Yuyang Ma, Yahui Wang, Rui Wang, Mingyong Zeng,Effect of κ-carrageenan on the gelation properties of oyster protein,Food Chemistry,Volume 382,2022,132329,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2022.132329,Oyster (Crassostrea gigas) protein,20115,10,30705,,,25,30,20301,0.5,8,0,0,80,30,4,72,1,48.95
"Suisui Jiang, Yuyang Ma, Yahui Wang, Rui Wang, Mingyong Zeng,Effect of κ-carrageenan on the gelation properties of oyster protein,Food Chemistry,Volume 382,2022,132329,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2022.132329,Oyster (Crassostrea gigas) protein,20115,10,30705,,,25,30,20301,1,8,0,0,80,30,4,72,1,84.64
"Suisui Jiang, Yuyang Ma, Yahui Wang, Rui Wang, Mingyong Zeng,Effect of κ-carrageenan on the gelation properties of oyster protein,Food Chemistry,Volume 382,2022,132329,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2022.132329,Oyster (Crassostrea gigas) protein,20115,10,30705,,,25,30,20301,1.5,8,0,0,80,30,4,72,1,180.49
"Suisui Jiang, Yuyang Ma, Yahui Wang, Rui Wang, Mingyong Zeng,Effect of κ-carrageenan on the gelation properties of oyster protein,Food Chemistry,Volume 382,2022,132329,ISSN 0308-8146",https://doi.org/10.1016/j.foodchem.2022.132329,Oyster (Crassostrea gigas) protein,20115,10,30705,,,25,30,20301,2,8,0,0,80,30,4,72,1,203.94
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,7.5,30202,30201,400,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,7.5,30202,30201,600,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,9,30202,30201,400,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,9,30202,30201,600,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,10.5,30202,30201,400,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,10.5,30202,30201,600,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,12,30202,30201,400,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,12,30202,30201,600,20,5,0,0,7,0,0,,,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,13.5,30202,30201,400,20,5,0,0,7,0,0,,,4,,1,10.2
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,13.5,30202,30201,600,20,5,0,0,7,0,0,,,4,,1,15.3
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,7.5,0,0,,,,0,0,7,0,0,70,20,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,7.5,0,0,,,,0,0,7,0,0,90,20,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,9,0,0,,,,0,0,7,0,0,70,20,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,9,0,0,,,,0,0,7,0,0,90,20,4,,0,0
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,10.5,0,0,,,,0,0,7,0,0,70,20,4,,1,6.12
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,10.5,0,0,,,,0,0,7,0,0,90,20,4,,1,11.22
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,12,0,0,,,,0,0,7,0,0,70,20,4,,1,12.24
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,12,0,0,,,,0,0,7,0,0,90,20,4,,1,13.26
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,13.5,0,0,,,,0,0,7,0,0,70,20,4,,1,16.32
"Peyrano, F.; De Lamballerie, M.; Avanza, MV., Speroni, F.; Gelation of cowpea proteins induced by high hydrostatic pressure, Food Hydrocolloids 2021, 111, 106191.",https://doi.org/10.1016/j.foodhyd.2020.106191,Cowpea Protein,11701,13.5,0,0,,,,0,0,7,0,0,90,20,4,,1,18.35
"Xiao, Y.; Kang, S.; Liu, Y.; Guo, X.; Li, M.; Xu, H.; Effect and mechanism of calcium ions on the gelation properties of cellulose nanocrystals-whey protein isolate composite gels, Food hydrocolloids 2021,111,106401.",https://doi.org/10.1016/j.foodhyd.2020.106401,Whey Protein Isolate (WPI),30105,10.5,0,0,,,,40103,0.5,7,60103,0,95,30,4,12,1,34.04
"Xiao, Y.; Kang, S.; Liu, Y.; Guo, X.; Li, M.; Xu, H.; Effect and mechanism of calcium ions on the gelation properties of cellulose nanocrystals-whey protein isolate composite gels, Food hydrocolloids 2021,111,106401.",https://doi.org/10.1016/j.foodhyd.2020.106401,Whey Protein Isolate (WPI),30105,10.5,0,0,,,,40103,0.5,7,60103,0.05,95,30,4,12,1,86.56
"Xiao, Y.; Kang, S.; Liu, Y.; Guo, X.; Li, M.; Xu, H.; Effect and mechanism of calcium ions on the gelation properties of cellulose nanocrystals-whey protein isolate composite gels, Food hydrocolloids 2021,111,106401.",https://doi.org/10.1016/j.foodhyd.2020.106401,Whey Protein Isolate (WPI),30105,10.5,0,0,,,,40103,0.5,7,60103,0.1,95,30,4,12,1,110.88
"Xiao, Y.; Kang, S.; Liu, Y.; Guo, X.; Li, M.; Xu, H.; Effect and mechanism of calcium ions on the gelation properties of cellulose nanocrystals-whey protein isolate composite gels, Food hydrocolloids 2021,111,106401.",https://doi.org/10.1016/j.foodhyd.2020.106401,Whey Protein Isolate (WPI),30105,10.5,0,0,,,,40103,0.5,7,60103,0.15,95,30,4,12,1,135.19
"Xiao, Y.; Kang, S.; Liu, Y.; Guo, X.; Li, M.; Xu, H.; Effect and mechanism of calcium ions on the gelation properties of cellulose nanocrystals-whey protein isolate composite gels, Food hydrocolloids 2021,111,106401.",https://doi.org/10.1016/j.foodhyd.2020.106401,Whey Protein Isolate (WPI),30105,10.5,0,0,,,,40103,0.5,7,60103,0.2,95,30,4,12,1,115.74
"Zhou, Y.; Dai, H.; Ma, L.; Yu, Y.; Zhu, H.; Wang, H.; Zhang, Y.; Effect and mechanism of psyllium husk (Plantago ovata) on myofibrillar protein gelation, LWT 2021, 138, 110651",https://doi.org/10.1016/j.lwt.2020.110651,Pork Myofibrillar protein,20301,6,0,0,,,,0,0,7,60101,0.6,72,10,4,12,1,73.38
"Zhou, Y.; Dai, H.; Ma, L.; Yu, Y.; Zhu, H.; Wang, H.; Zhang, Y.; Effect and mechanism of psyllium husk (Plantago ovata) on myofibrillar protein gelation, LWT 2021, 138, 110652",https://doi.org/10.1016/j.lwt.2020.110651,Pork Myofibrillar protein,20301,6,0,0,,,,40105,0.1,7,60101,0.6,72,10,4,12,1,62.99
"Zhou, Y.; Dai, H.; Ma, L.; Yu, Y.; Zhu, H.; Wang, H.; Zhang, Y.; Effect and mechanism of psyllium husk (Plantago ovata) on myofibrillar protein gelation, LWT 2021, 138, 110653",https://doi.org/10.1016/j.lwt.2020.110651,Pork Myofibrillar protein,20301,6,0,0,,,,40105,0.5,7,60101,0.6,72,10,4,12,1,109.74
"Zhou, Y.; Dai, H.; Ma, L.; Yu, Y.; Zhu, H.; Wang, H.; Zhang, Y.; Effect and mechanism of psyllium husk (Plantago ovata) on myofibrillar protein gelation, LWT 2021, 138, 110654",https://doi.org/10.1016/j.lwt.2020.110651,Pork Myofibrillar protein,20301,6,0,0,,,,40105,1,7,60101,0.6,72,10,4,12,1,101.3
"Zhou, Y.; Dai, H.; Ma, L.; Yu, Y.; Zhu, H.; Wang, H.; Zhang, Y.; Effect and mechanism of psyllium husk (Plantago ovata) on myofibrillar protein gelation, LWT 2021, 138, 110655",https://doi.org/10.1016/j.lwt.2020.110651,Pork Myofibrillar protein,20301,6,0,0,,,,40105,2,7,60101,0.6,72,10,4,12,1,150.65
"Zhou, Y.; Dai, H.; Ma, L.; Yu, Y.; Zhu, H.; Wang, H.; Zhang, Y.; Effect and mechanism of psyllium husk (Plantago ovata) on myofibrillar protein gelation, LWT 2021, 138, 110656",https://doi.org/10.1016/j.lwt.2020.110651,Pork Myofibrillar protein,20301,6,0,0,,,,40105,3,7,60101,0.6,72,10,4,12,1,115.58
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,60,10080,0,0,7,0,0,,,,,1,41.4
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,65,10080,0,0,7,0,0,,,,,1,18.46
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,70,10080,0,0,7,0,0,,,,,1,48.54
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,60,10080,10102,8,7,0,0,,,,,1,34.98
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,65,10080,10102,8,7,0,0,,,,,1,15.81
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,70,10080,10102,8,7,0,0,,,,,1,77.29
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,60,10080,10103,8,7,0,0,,,,,1,37.02
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,65,10080,10103,8,7,0,0,,,,,1,16.72
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,70,10080,10103,8,7,0,0,,,,,1,94.02
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,60,10080,0,0,8,0,0,,,,,1,37.42
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,65,10080,0,0,8,0,0,,,,,1,28.35
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,70,10080,0,0,8,0,0,,,,,1,116.25
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,60,10080,10102,8,8,0,0,,,,,1,37.42
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,65,10080,10102,8,8,0,0,,,,,1,13.66
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,70,10080,10102,8,8,0,0,,,,,1,122.47
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,60,10080,10103,8,8,0,0,,,,,1,34.98
"Wen-qiong, W.; Pei-pei, Y.; Ji-yang, Z.; Zhi-hang, G.; Effect of temperature and pH on the gelation, rheology, texture, and structural properties of whey protein and sugar gels based on Maillard reaction,  Journal of Food Science , 2021, 86:1228–1242.",https://doi.org/10.1111/1750-3841.15659,Whey protein,30108,8,20403,,,65,10080,10103,8,8,0,0,,,,,1,16.72
