Citation,Citation Link,Protein,Protein codes,Protein Concentration (%),Treatment code,Treatment condition code,Treatment condition value,Treatment temperature ( °C),Treatment time (min),Additives,Additives Concentration (%),pH,Type of salt,ionic strength (M),Heating temperature (°C) for gel preparation,Heating/hold time (min),Samples stored (°C),Storage time (h),If a gel can be formed (0-1),Hardness/firmness/strength (g)
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80101,0.29,6.71,60101,0.1,90,30,4,12,1,115.52
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80102,0.09,6.71,60101,0.1,90,30,4,12,1,40.62
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80102,0.17,7.7,60101,0.1,90,30,4,12,1,53.84
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80102,0.26,7.54,60101,0.1,90,30,4,12,1,78.32
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80102,0.35,6.82,60101,0.1,90,30,4,12,1,106.71
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80103,0.08,6.71,60101,0.1,90,30,4,12,1,33.28
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80103,0.16,6.68,60101,0.1,90,30,4,12,1,36.22
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80103,0.23,8.72,60101,0.1,90,30,4,12,1,40.13
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80103,0.31,8.34,60101,0.1,90,30,4,12,1,34.26
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80201,0.06,6.84,60101,0.1,90,30,4,12,1,33.28
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80201,0.12,6.68,60101,0.1,90,30,4,12,1,37.69
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80201,0.17,6.68,60101,0.1,90,30,4,12,1,30.83
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80201,0.23,9.09,60101,0.1,90,30,4,12,1,25.45
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80202,0.15,8.88,60101,0.1,90,30,4,12,1,33.07
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80202,0.08,6.87,60101,0.1,90,30,4,12,1,43.56
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80202,0.11,6.68,60101,0.1,90,30,4,12,1,36.22
"Wang, X.; Feng, T.; Wang, X.; Zhang,; Xia, S. Gelation and microstructural properties offishmyofibrillar protein gels with theincorporation ofL-lysine andL-arginine at lowionic strength.2021?",https://doi.org/10.1002/jsfa.11195,Silver carp Myofibrillar Protein,20103,6,30601,,,40,60,80202,0.15,6.71,60101,0.1,90,30,4,12,1,31.32
"Xiao, H.; Wu, Y.; Liu, J.; Zhou, L.; Zeng, X.; Zhao, X. Potential mechanism of different gelation properties of white and red muscle fibre from crocodile (Crocodylus siamensis) meat: Study of myofibrillar protein. LWT, 2021, 143, 111045",https://doi.org/10.1016/j.lwt.2021.111045,crocodile (Crocodylus siamensis) meat-tail,20109,6,,,,,,,,7,,,80,20,4,8,1,15.59
"Xiao, H.; Wu, Y.; Liu, J.; Zhou, L.; Zeng, X.; Zhao, X. Potential mechanism of different gelation properties of white and red muscle fibre from crocodile (Crocodylus siamensis) meat: Study of myofibrillar protein. LWT, 2021, 143, 111046",https://doi.org/10.1016/j.lwt.2021.111045,crocodile (Crocodylus siamensis) meat-legs,20110,6,,,,,,,,7,,,80,20,4,8,1,6.44
"Xiao, H.; Wu, Y.; Liu, J.; Zhou, L.; Zeng, X.; Zhao, X. Potential mechanism of different gelation properties of white and red muscle fibre from crocodile (Crocodylus siamensis) meat: Study of myofibrillar protein. LWT, 2021, 143, 111047",https://doi.org/10.1016/j.lwt.2021.111045,crocodile (Crocodylus siamensis) meat-torso,20111,6,,,,,,,,7,,,80,20,4,8,1,7.54
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106607",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,,,3,,,90,30,4,20,1,6.86
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106608",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,,,5.2,,,90,30,4,20,1,108.43
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106609",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,,,7,,,90,30,4,20,0,3
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106610",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,0.1,3,,,90,30,4,20,1,45
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106611",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,0.1,5.2,,,90,30,4,20,1,108.86
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106612",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,0.1,7,,,90,30,4,20,0,0.86
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106613",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,0.5,3,,,90,30,4,20,1,55.71
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106614",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,0.5,5.2,,,90,30,4,20,1,102.86
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106615",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,0.5,7,,,90,30,4,20,0,0.43
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106616",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,1,3,,,90,30,4,20,1,53.57
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106617",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,1,5.2,,,90,30,4,20,1,99.86
"He, Z.; Ma, T.; Zhang, W.; Su, E.; Cao, F.; Huang, M.; Wang, Y. Heat-induced gel formation by whey protein isolate-Lycium barbarum polysaccharides at varying pHs. Food Hydrocolloids, 2021, 115, 106618",https://doi.org/10.1016/j.foodhyd.2021.106607,Whey protein isolate,30105,12,,,,,,90404,1,7,,,90,30,4,20,0,1.71
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,0,0,0,4,0,,,6,60101,0.6,72,10,4,,1,9.48
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,10101,10103,5,4,120,,,6,60101,0.6,72,10,4,,1,17.23
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,10101,10103,10,4,120,,,6,60101,0.6,72,10,4,,1,17.64
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,0,0,0,4,0,90601,0.04,6,60101,0.6,72,10,4,,1,22.03
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,10101,10103,5,4,120,90601,0.04,6,60101,0.6,72,10,4,,1,20.9
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,10101,10103,10,4,120,90601,0.04,6,60101,0.6,72,10,4,,1,22.64
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,0,0,0,4,0,90601,0.09,6,60101,0.6,72,10,4,,1,32.12
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,10101,10103,5,4,120,90601,0.09,6,60101,0.6,72,10,4,,1,27.02
"Lv, Y;. Feng, X.; Yang, R.; Qian, S.; Liu, Y.; Xu, X.; Zhou, G.; Ullah, N.; Zhu, B.; Chen, L.; Dual role (promotion and inhibition) of transglutaminase in mediating myofibrillar protein gelation under malondialdehyde-induced oxidative stress. Food chemistry, 2021, 353, 129453.",https://doi.org/10.1016/j.foodchem.2021.129453,Pork Myofibrillar Protein,20301,2,10101,10103,10,4,120,90601,0.09,6,60101,0.6,72,10,4,,1,23.96
"Wan, Y.; Li, Y.; Guo, S. Characteristics of soy protein isolate gel induced by glucono-δ-lactone: Effects of the protein concentration during preheating. Food Hydrocolloids, 2021, 113, 106525.",https://doi.org/10.1016/j.foodhyd.2020.106525,Soy Protein Isolate (SPI) ,10301,2,30601,0,,100,15,90901,0.3,4.96,,,50,300,4,12,1,31.4
"Wan, Y.; Li, Y.; Guo, S. Characteristics of soy protein isolate gel induced by glucono-δ-lactone: Effects of the protein concentration during preheating. Food Hydrocolloids, 2021, 113, 106525.",https://doi.org/10.1016/j.foodhyd.2020.106525,Soy Protein Isolate (SPI) ,10301,4,30601,0,,100,15,90901,0.3,4.92,,,50,300,4,12,1,40.8
"Wan, Y.; Li, Y.; Guo, S. Characteristics of soy protein isolate gel induced by glucono-δ-lactone: Effects of the protein concentration during preheating. Food Hydrocolloids, 2021, 113, 106525.",https://doi.org/10.1016/j.foodhyd.2020.106525,Soy Protein Isolate (SPI) ,10301,6,30601,0,,100,15,90901,0.3,4.89,,,50,300,4,12,1,51.7
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,0,0,7,,,90,30,4,12,1,98.18
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20105,0.1,7,,,90,30,4,12,1,102.9
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20105,0.5,7,,,90,30,4,12,1,117.68
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20105,1,7,,,90,30,4,12,1,101.06
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20106,0.1,7,,,90,30,4,12,1,108.24
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20106,0.5,7,,,90,30,4,12,1,108.04
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20106,1,7,,,90,30,4,12,1,90.59
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20107,0.1,7,,,90,30,4,12,1,114.81
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20107,0.5,7,,,90,30,4,12,1,117.48
"He, Z.; Liu, C.; Zhao, J.; Li, W.; Wang,Y. Physicochemical properties of a ginkgo seed protein-pectin composite gel. Food Hydrocolloids, 2021, 118, 106781",https://doi.org/10.1016/j.foodhyd.2021.106781,Ginkgo Seed Protein Isolate (GSPI),10501,12,,,,,,20107,1,7,,,90,30,4,12,1,74.99
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,,,,,,90701,0,6.5,60101,0.6,95,20,4,12,1,25.3
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,,,,,,90701,0.08,6.5,60101,0.6,95,20,4,12,1,32.83
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,,,,,,90701,0.16,6.5,60101,0.6,95,20,4,12,1,41.55
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,,,,,,90701,0.24,6.5,60101,0.6,95,20,4,12,1,49.76
"Chen, B.; Guo, J.; Xie, Y.; Zhou, K.; Li, P.; Xu, B. Modulating the aggregation of myofibrillar protein to alleviate the textural deterioration of protein gels at high temperature: The effect of hydrophobic interactions. Food Chemistry, 2021, 128274.",https://doi.org/10.1016/j.foodchem.2020.128274,Chicken Myofibrillar Protein,20201,4,,,,,,90701,0.48,6.5,60101,0.6,95,20,4,12,1,36.25
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,,,,,,90901,,5,,,40,60,4,12,1,76.48
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,,,,,,90901,,5,,,40,60,4,12,1,141.74
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,,,,,,90901,,5,,,40,60,4,12,1,356.9
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,,,,,,90901,,5.5,,,40,60,4,12,1,29.57
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,,,,,,90901,,5.5,,,40,60,4,12,1,57.1
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,,,,,,90901,,5.5,,,40,60,4,12,1,182.53
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,,,,,,90901,,6,,,40,60,4,12,1,20.39
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,,,,,,90901,,6,,,40,60,4,12,1,35.69
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,,,,,,90901,,6,,,40,60,4,12,1,127.46
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,90901,,5,,,40,60,4,12,1,292.65
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,90901,,5,,,40,60,4,12,1,582.25
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,15,10101,10103,114,,,90901,,5,,,40,60,4,12,1,1680.47
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,10,10101,10103,114,,,90901,,5.5,,,40,60,4,12,1,136.64
"Herz, EM.; Schäfer, S.; Terjung, N.; Gibis, M.; Weiss, J. Inﬂuence of Transglutaminase on Glucono-δ-lactone-Induced Soy Protein Gels. Food science & technology, 2021, 1, 1412-1417.",https://doi.org/10.1021/acsfoodscitech.1c00102?urlappend=%3Fref%3DPDF&jav=VoR&rel=cite-as,Soy protein Isolate,10301,12.5,10101,10103,114,,,90901,,5.5,,,40,60,4,12,1,524.13
